index,ground_truth,prediction,wer,cer
1337,this map making kit he put together was one of the great achievements of the classical world and a pinnacle of greek science for the next 14 centuries it remained seriously,this mapmaking kit that he put together was one of the great achievements of the classical world and a pinnacle of greek science and for the next 14 centuries it remains seriously,0.16129032258064516,0.06976744186046512
1338,driven by columbus's overweening desire for fame titles and riches but this was an incredibly risky venture the sailors on board all three ships were full of doubts and fears and referred to the,driven by columbus's overweening desire for fame titles and richers but this was an incredibly risky venture the sailors on board all three ships were full of doubts and fears and they referred to the,0.058823529411764705,0.030927835051546393
1339,risky but he was right in a way that if you keep going west you would eventually reach japan or china had he but he didn't know america was in the way but the theory was right you know the martellus map would say to him if i keep going on this latitude all the way around,but he was right in a way that if you keep the ying west you would have beentually meet japan or china had he keepped him to say to him if they said to him they keep going on this attitude all the way around,0.5263157894736842,0.3985239852398524
1340,days ended up being 35 but you know in 21 days he's going to reach china laughter well that's ok according to the distance he's calculated it to be but he passes that distance and it's still empty ocean and the days go on one after another still no land still not sighting anything crew getting fed up hey we,days end up being 25 but you know in 21 days he's going to eat to china and it's still up the ocean and it's okay according to the distance he's calculated to be but he passes that distance and it's still up to the ocean the day is go on after one after another there's still no lands still not side to ending cool you get to fit up hey,0.5333333333333333,0.2987012987012987
1341,now for well over a week and i think i've got about 1 000 miles to go and,for well over week mg i think i've gotten 1000 miles to get,0.5,0.2876712328767123
1342,a new continent america but such was the power of his belief in the map that he was using he went to his grave 14 years later still convinced he'd discovered a western passage to asia,new contin america but such was the power of his belief in the map that he was using that he went to his grave 14 years later still convinced that he discovered a western passage to asia,0.1388888888888889,0.08743169398907104
1343,of america but it was a place that he never believed even,america but it was a place that he never believed even,0.08333333333333333,0.05263157894736842
1344,because maps of the time suggested that the new world was somehow connected to asia all of,because maps of the time suggested that the new world was somehow connected to asia all of,0.0,0.0
1345,fourth continent was completely at odds with what everybody really believed,fourth continent was completely odds with what everybody really believed,0.09090909090909091,0.04
1346,cloves may not seem to be terribly prized today but at the time in the 16th,clothes may not seem to be terribly priced today but at the time in the 16,0.1875,0.06666666666666667
1347,the portuguese initially had the upper hand they were effectively in control of the moluccas but as the super powers' summit began the spanish king produced his trump,portuguese initially had the upper hand they were effectively in control of the malocus but as the superpower summit began the spanish king produced his trump,0.14285714285714285,0.06626506024096386
1348,and this is what i find so fascinating about world maps we look at them and think that we're seeing an accurate standardised representation of the,this is what i find so fascinating about world maps we look at them and think that we're seeing an accurate standards representation of the,0.07692307692307693,0.04794520547945205
1349,it is that ability of the map to fuse all those different elements high politics science art commerce that makes them so irresistible to rulers throughout,is that ability of the map to fuse all those different animals high politics science arts commerce that makes them so irresistible to rulers throughout history,0.15384615384615385,0.11688311688311688
1350,yes it was hospital and his uncle was here a priest in the hospital,was a hospital and his uncle was here prieste in the hospital,0.35714285714285715,0.14925373134328357
1351,for this young boy poor boy brilliant boy to go to university and become what he has become the mapmaker of the navigation,for this young boy the poor boy you go to the university and become for that that is part of the navigation,0.4782608695652174,0.3524590163934426
1352,so this is the harbour where the young mercator 5 6 years old got in touch with the world the sea the,this is the harbor when a young mactar five six years old got in touch with the world the she got,0.4090909090909091,0.24752475247524752
1353,defines the history of cartography for the next four centuries and is used everywhere in school atlases the british empire even adopts it to get a sense of its imperial dominion this is the map which for us in the west defines the world as we understand it still to this day,defines the history of cartography for the next four centuries and it is used everywhere in school atlasses the british empire even adopts it to get a sense of its imperial dominian this is the map which for us in the west defines the world as we understand it still to this day,0.057692307692307696,0.01824817518248175
1354,mercator wrote back describing the ancient travellers tales and strange myths that,micheta wrote back describing the ancient travelers' tales and straight mistheat,0.4166666666666667,0.1951219512195122
1355,of dee's vision encouraged other members of the court to think big and start putting the british empire on the map sir,these vision encouraged other members of the court to think big start putting the british empire on the map,0.18181818181818182,0.1271186440677966
1356,sit up talking deep into the night here in this study they discussed all the pressing questions of the day religion sorcery exploration and empire,sit up talking deep into the night here in this study they discussed all the pressing questions of the day religion sourcery exploration and empire,0.04,0.00684931506849315
1357,both men were eager to establish an english empire that would rival portugal and the great enemy spain,both men were either to establish an english empire that would rival portugal and the great enemy spain,0.05555555555555555,0.029411764705882353
1358,as being 300 miles wide at its entrance the sea raleigh also describes a series of islands which he says are very,being 300 miles wired it's ancient into the sea rally also describes a series of islands which he said are very,0.3181818181818182,0.19469026548672566
1359,and he believed that if he travelled up the orenoque or orinoco river he would finally reach his destination the fabled city of,he believed that if he traveled to obniola yoguri yogue river he would find him reached his destination the fable city of,0.4782608695652174,0.25984251968503935
1360,kept hearing ever more fabulous accounts of the treasures of el,kept hearing ever more fabulous accounts of the traders of all,0.18181818181818182,0.09523809523809523
1361,allied himself to the spanish he charged raleigh with treason,added himself to spanish he charged frewling with trees in the,0.6,0.32786885245901637
1362,all his assets including sherborne castle and imprisoned him in the tower of,all his assets including serban castle and imprisoned him in the tower of london,0.15384615384615385,0.14473684210526316
1363,brought sir walter raleigh nothing but trouble no wealth no colonies not even a pardon from the king but over the next 200 years the legend of his map of el dorado would inspire countless adventurers to embark on reckless missions of plunder and,brought so water roll in nothing but tribal no wealth no colonies not even apartant from the king but over the next 200 years the legend of his map of elderardo would inspire countless adventurers to embark on reckless missions of plunder and possession,0.22727272727272727,0.12244897959183673
1364,well at the beginning of the 17th century maps stop being or become less gorgeous hand painted objects to,you all have to hizing to that you see it up to be all that's the heart of pm and to {ns} {ns} and i don't,1.3157894736842106,0.7619047619047619
1365,ambassadors and become part of the paraphernalia,ambassadors and they become part of the paraphone alien,0.42857142857142855,0.22916666666666666
1366,travel so they are part of a commercial tool box for exploring the globe with a view to making,travel so they are part of a commercial toolbox for exploring the globe with their view to making,0.15789473684210525,0.06382978723404255
1367,had a combination of small scale maps and large scale maps on board the small scale maps for crossing the big oceans the atlantic and the indian ocean this one was used for crossing,a combination of small scale maps and large scale maps on board the small scale maps for crossing the big oceans the atlantic in the ocean this one was used for crossing,0.08823529411764706,0.0718232044198895
1368,marking the coastline and working out where you can land and can,alone you are the clothes and the way you look after winning,0.9166666666666666,0.75
1369,of communication that took place so the pilots they took their charts back to amsterdam and they said this is wrong this is better i made that one better the chief chart maker he,communication that took place so the pilots they took the charts again back to amsterdam and they said this is wrong this is better i made that one better the chief chartmaker in,0.17647058823529413,0.07865168539325842
1370,are using the equivalent of the tube map they can get wherever they want they can confidently trade across the hinterlands of before uncharted territories they know where people are that is a very modern idea that you are somewhere extremely remote that you arrived at by sea but you know where other people are other westerners in relation to,using the equivalent of the tube map they can get wherever they want they can confidently trade across the hintle lands before uncharted territories that is a very modern idea that you are somewhere extremely remote that you are somewhere extremely remote that is a very modern idea that is a very modern idea that is a very modern idea that you know where people are other people are other westerns in relation to,0.5666666666666667,0.37317784256559766
1371,both had his own business he made atlas maps and next to that he was the chief cartographer of the dutch east india company and,both had his own business he made athless and adless maps and next to that he was the chief catographer of the lachest india company and,0.24,0.14960629921259844
1372,wasn't popular at all it was a projection that was made for the,it wasn't popular at all it was a projection that was made for the,0.07692307692307693,0.047619047619047616
1373,innovation from the middle of the 17th century for the dutch is that they stop carrying in gold and silver simply to buy and sell in the indies and carry the trade back they now trade across the indies with other nations with other dutch parts of the east india company they transact goods for other goods they use copper they use silk for spices there is a whole burgeoning really commercial marketplace which is remote from,innovation from the middle of the 70th century for the touch is that they stop carrying in golden silver simply to buy and sale in the east indian company they use copper they use other dutch for other gooders with other nations with other nations with other nations with other dutches they use copper they use scopped carrying in golding silver simply to buy in sale in the indings and carry the trade company they use coped currying in a realn place which is remote from the inn which is remote,0.7662337662337663,0.5364705882352941
1374,the voc had sent over a million people to work in the asian trade they'd dispatched nearly 5 000 ships and netted millions of tonnes of goods,the via c had sent over a million people to work in the asian trade they dispashed nearly 5000 ships and nettered millions of tons of goods and commodities,0.37037037037037035,0.19858156028368795
1375,ships leaving the london docks could now quite accurately set their clocks to 1pm greenwich mean time but that of course was just the british ships trading nations all the way from france right through to japan were still using their own measurements of time according to their own prime meridians it was absolute,ships leaving the london doss could now quite accurately say they're clocks to one pm credits meet time but that of course was just the british ships training nations all the way from france right through to japan were still using their own measurements of time according to their own primar idiots it was absolute,0.18518518518518517,0.08945686900958466
1376,french delegates regarded themselves as part of a long and extremely distinguished tradition of scientific map making they were going to fight their corner really,friends and regard to themselves as part of the logue instreamists of scientific mapper king they were going to find that corner really,0.56,0.35802469135802467
1377,the meridian should be selected which is now in most general use more than 70 of all the shipping of the world uses the greenwich meridian,marinean should be selected which is now in most general news more than 70 of all theshipping of the world uses the grenite marinnium,0.2692307692307692,0.15217391304347827
1378,was absolutely triumphant and this 1886 british empire map,absolutely triumphant and this 1886 british empire mab,0.2222222222222222,0.08620689655172414
1379,their tails between their legs but they still refused to concede defeat this,and all that i think it's not the world i think it's the key i think that's the wearth of,1.5384615384615385,0.881578947368421
1380,another quarter of a century before the french map makers adopted greenwich as their prime,the quarter of a century before the french mad makers adopted graditis their prime arena,0.3333333333333333,0.2111111111111111
1381,around claims to the north pole to some extent the opening up of the arctic waters means,around claims to the north pole here to some extent the opening up of the arctic waters means,0.058823529411764705,0.056818181818181816
1382,huge i think it was something like 20 billion barrels of oil and gas in the arctic in,i think it was something like 20 billion barrels of oil and gas in the arctic,0.1111111111111111,0.09411764705882353
1383,hostile reaction from some of its neighbours particularly canada which said why was russia claiming the north pole as,hostile reaction from some of its neighbors particularly canada which said that why was russia claiming the north pole as,0.10526315789473684,0.05128205128205128
1384,legally it has no effect at all planting a flag certainly these days does not say anything about title to,legally it has no effect at all planting a flag certainly these days does not say anything about title to,0.0,0.0
1385,that where there's a world map plunder will surely follow but this time the map makers are ahead of the game because when the ice melts and the exploitation really starts there will be an internationally recognised chart of the region to take the heat out of the conflicts over mineral wealth which will surely take place,where there's a world map plunder will surely follow but this time the map makers are ahead of the game because when the ice melts and the exploitation really starts they'll be an internationally recognized chart of the region to take the heat out of the conflicts over mineral wealth which will surely take place,0.07017543859649122,0.03426791277258567
1386,and concrete cows and most of you will know what i'm on about today flog it is in,concrete cows that most of you will know exactly what i'm going on about today flogger is in,0.3333333333333333,0.30864197530864196
1387,it i'm so happy that you've brought us along these wonderful,and i'm so happy that you've brought us along these wonderful,0.09090909090909091,0.05
1388,they still have more quality than you would get from,they still have more quality than you would get from,0.0,0.0
1389,ok i would like to put them in with an estimate of 150 to 250 that sounds fine i would like to put a firm reserve of,i would like to put mirrk with an estimate of 15 to 250 i would like to put a firm reserve of,0.25925925925925924,0.2413793103448276
1390,if we were to put it into a sale you'd probably expect maybe an estimate of,if we were to put it into a cell you'd probably expect maybe an esperate of 12 to,0.25,0.16
1391,completely out of plastic it is actually modelled on a metal,completely out of plastic it is actually modeled a middle,0.2727272727272727,0.13333333333333333
1392,impressive you can actually get something out of this and i think this is a good starting off,{ns} it's a little bit here i'm,1.0,0.8387096774193549
1393,it all these things indicate to me that it is,all these things indicate to me that it is,0.1,0.06666666666666667
1394,wise for auction do you have any idea what it would go for no no idea not at all,you have any idea what it would go for tkm no idea hmm,0.42105263157894735,0.4125
1395,university with over 180 000 students,university with over 180000 students,0.3333333333333333,0.02702702702702703
1396,and she successfully triumphed in september 1967 when a crucial cabinet decision was made to work out a comprehensive plan for an open university,skyl fuk yardi yim yangs and hms yepnos al h agstramst lt br gt al h al h al jt al h a t hl oh imped to you,1.125,0.7724137931034483
1397,so how did you find out about the open university and get involved with,how did you find out about the open university and get involved with,0.07142857142857142,0.04225352112676056
1398,i was working in a hospital environment many years ago as ward aid,i was working in a hospital environment many years ago as a ward aid,0.07692307692307693,0.030303030303030304
1399,on the ward encouraged me to become a healthcare support,the ward encouraged me to become a healthcare support,0.1,0.05357142857142857
1400,every spare moment after work or days off every spare,given spare moments after work or takes off have to spare,0.5,0.24528301886792453
1401,yes immensely from becoming a ward aid to a healthcare support worker to student nurse i can now proudly say that i am a,yes immensely from becoming award aid to a healthcare support worker to a student nurse i can now proudly say that i am a,0.125,0.025
1402,take a degree with the open university and see how i go,take a degree with the open university and see how i'm going,0.16666666666666666,0.09090909090909091
1403,they probably wouldn't have had and quite interestingly the amount of students that have enrolled recently under the age of 25 has dramatically increased it's probably due to the fact that a course here costs less than a third of a conventional university so it's a great way of avoiding those student,they probably wouldn't have had quite interestingly the amount of students that have enrolled recently under the age of 25 has dramatically increased probably due to the fact that a course here cost less than a third of a conventional university so it's a great way of avoiding those student debts,0.07692307692307693,0.053156146179401995
1404,selling at one hundred 30 40,selling at 130,0.6666666666666666,0.5357142857142857
1405,here couldn't be anything else but the roald dahl museum and story centre amanda concay runs the roald dahl foundation,he couldn't be anything else but the road armuteuman's story center amanda kongay runs the rolled go foundation,0.45,0.17796610169491525
1406,by the sign on the first floor she can remember him reading her bedtime stories sounds absolutely fascinating so let's have a chat,by the sign on the first floor now she can remember him reading her bedtime stories sounds absolutely fascinating so let's go inside and have a quick chat with,0.2608695652173913,0.2230769230769231
1407,take that bit of childhood fun a bit further so midnight walks are something that children,take that bit of childhood fun a bit further so midnight walk so something that children,0.125,0.044444444444444446
1408,one where there were signing sessions where there,one where there were signing sessions where there were,0.125,0.10204081632653061
1409,yourself so can you sum up why he was such a successful writer,so can you sum up why he was such a successful writer,0.07692307692307693,0.14516129032258066
1410,what makes somebody take off in this way to become part of the popular,what makes somebody take off in this way to really become part of the popular,0.07142857142857142,0.1
1411,tales in one way or another um and the child is generally the hero at least the good children win and the bad children get their come,tales in one way or another and the child is generally the hero the at least the good children win and the bad children get their come up,0.1111111111111111,0.07518796992481203
1412,happen but out of those people either get punished or good people get,but out of those people either get punished or people get,0.15384615384615385,0.17391304347826086
1413,he always said it's got to be fun the books have to be funny and,i don't have to do it survey survey pc it s a ted up of you,1.0666666666666667,0.765625
1414,were quite stuffy places the great thing is we've been able to create the museum and story centre at a time when museums can be really good fun they can be,quite stuffy places and the great thing is we've been able to create the roadal museum it's always a lot of a time when museums can be really good fun they can be,0.25806451612903225,0.2129032258064516
1415,when you see the museum that it really lives up to him and his books and it's a great fun place,when you go and see the museum that it really leaves up to him and his board and it's a great flamplade,0.2857142857142857,0.16842105263157894
1416,clare clarice cliff was one of the leading ceramicists of the 20th century people either love or hate her work what do you think of it,that i think it up to the extractives that's the one here's the world's two nots that's the we're too copyrics to the survey essentipants of the world sliders and the world slides are the world of our own sb it's not really copyright to the world i'm not to do it,1.8076923076923077,1.3955223880597014
1417,gift i think that was in 1936 then my mum's always had them on the shelf in the kitchen that's where i,and i think that was in 1936 and then my mom's always had them on the shelf in the kitchen that's where i,0.13636363636363635,0.08823529411764706
1418,at the back stamp we see the magic name clarice,the backstam we see the magic named klaris,0.5,0.19148936170212766
1419,of them are more collectible than others we have some very rare patterns that go into the four,them are more collectable than others we have some very rear patterns that go into the four,0.16666666666666666,0.06382978723404255
1420,estimate but you're not going to go to 200 250 i would love it to happen i,estimate but you're not going to go to 250 pounds i would love it to happen,0.17647058823529413,0.12162162162162163
1421,so you have an artistic background,you have an artistic background,0.16666666666666666,0.08823529411764706
1422,it truthfully yes he did have a soft spot for me i don't know why,truthly yes he did have a soft spot for me i don't know why,0.13333333333333333,0.09230769230769231
1423,i'll tell you something for your performance we should be adding a series,i'll tell you something for your performance we should be adding a series of,0.07692307692307693,0.0410958904109589
1424,it from an antiques fair about five or six years,from an anthes fair probably about five or six years,0.3,0.3125
1425,powder compacts which is what i used to collect at the time and i walked past a stand,complex which is what i used to collect at the time and then i walked past a stand,0.16666666666666666,0.18823529411764706
1426,well i've done my compact collecting now and i'm,well i've sort of done my compact collecting now and i'm,0.2222222222222222,0.16666666666666666
1427,to 400 it's got a really good chance of selling at that if we can get you enough money for,i think it's got a really good chance of selling it that if we can put it in and get you enough money for a,0.4,0.26666666666666666
1428,rachel oh she's bidding you just bought something,oh she's bidding you've just bought something,0.25,0.20408163265306123
1429,at 95 all finished at 95 100,at 95 all finished at 95 1,0.14285714285714285,0.07142857142857142
1430,350 360 380,50 360 three 80,1.0,0.6363636363636364
1431,of a craft a life work passed down through hundreds of years from master to,craft life work passed down through hundreds of years from master to a,0.26666666666666666,0.12
1432,old fashioned methods are used on this working farm not,old fashion methods are used on this working farm not,0.1,0.03636363636363636
1433,the land mind you but also to inspire the next crop to learn the time honoured skills of,land mind you but also to inspire the next crop to learn the time on its skills of,0.16666666666666666,0.11363636363636363
1434,a connection to a craft that's 2 000 years,connection to a craft that's 2000 years,0.3333333333333333,0.07142857142857142
1435,longer before you were actually beneficial to me and,before before you were actually beneficial to me and,0.1111111111111111,0.11538461538461539
1436,most common english surname which shows you how important a trade wood turning was in the medieval period which is when it was the 13th century when most of these surnames got,most common indian surnames let's show you how how important rain what turn it was in the many of the period which was when it was a 13th century when most of these year names started,0.53125,0.29714285714285715
1437,around the oven we were making two or three times with a really puzzled expression on his face and he came and tugged my shirt and he asked me where we plug it,then we were making two or three times with a really puzzled expression on this face and he came and tugged at my shirt and he asked me why we plug it,0.18181818181818182,0.11320754716981132
1438,question he could have asked because it was going to change the way he thinks about energy and where we get,question that he could have asked because i was going to change the way he thinks about energy and where we get,0.09523809523809523,0.056074766355140186
1439,back a couple or 3 000 years and bringing it back into the 21st century adding a,back a couple of 3000 years and bringing it back into the 21st century adding a,0.17647058823529413,0.025
1440,good that'll pass the quality control graham,pass the quality control gram,0.42857142857142855,0.3409090909090909
1441,yeah it sort of really hit the doldrums in the late 60s early 70s but in the late 70s there was a resurgence particularly within the contemporary ironwork,the way to the copyright of the courture to the height eights and i was just a copycy of an a's ew i was the city my names so there are,1.0,0.7207792207792207
1442,patient but just imagine trying your hand at the delicate art of hedge laying for the very first time on somebody else's land,patients but just imagine trying your end the dance start of hedge lay for the very first time on somebody else's land,0.2608695652173913,0.128
1443,because it is terrific exercise and at the same time you know it,because it's terrific exercise and at the same time you know it's a,0.3076923076923077,0.09375
1444,and to see if you can get better at doing it because when you first lay a hedge if you do it,see how if you can get better at doing it because when you first ledge if you're doing,0.4090909090909091,0.21739130434782608
1445,and a skill to hedge laying and what worries me i just haven't got those,skill to hedgelang and what worries me i just haven't got those,0.26666666666666666,0.125
1446,was a prize of 100 that was a huge amount of money if you're thinking in terms of earning it's about 43 000,was a price of 100 pounds lt br gt if you're thinking in terms of earning it's about 43000,0.43478260869565216,0.2616822429906542
1447,things that think was a feature of this is that it was played in lots of mining communities there is,things that i think was a feature of this is that it was played in lot of mining communities there's a lot of,0.3,0.13
1448,matt is on his way to have go so this is the point of the programme where i'd say well clearly i have an advantage because i've been practising for a couple hours but actually i'm just as hopeless as i was when i,bats on its way to aver go so this is the point of the program where i'd say clearly i have an advantage because i've been practicing for a couple of hours but actually i'm just as harples as i was with it,0.25,0.12735849056603774
1449,not quite nearly yeah i can see why it died out ha ha,not quite sick that's i'm not tied,0.8461538461538461,0.6226415094339622
1450,well while i wait to enjoy the fruits of my labours let's find out if it's going to be one of those get out in the veg garden or stay in with a warming stew type of weather weeks with the countryfile five day,that's the whole slides of the cools of the ideas of the culetal to the rbsp not the curves of the world to the world soon to the world of the world and the world soons,0.8636363636363636,0.6875
1451,met a few years ago and who is on a mission to preserve this ancient way of,backs a few years ago and took mitchell to preserve this ancient wave,0.47058823529411764,0.32
1452,i was surrounded by about 14 windmills and watching the sails turn on some of those was just wonderful,i was surrounded by about 14 wimbles and watching the sales turn and some of those were just wonderful,0.21052631578947367,0.10784313725490197
1453,them the top stone will rotate and go round the grain will go between them and get cut finer and finer until it gets pushed to the edge and drops down a hole at the front there into the flour bags down,the top stone will rotate and go round the grain will go between them and get cut finer and finer until it gets pushed to the edge and drops down a hole at the front there into the flower bags down,0.047619047619047616,0.03482587064676617
1454,basically because he had two sides to him one was his honest side to the lord of the manor the other side was his dishonest side where he used to steal flour from his customers,basically because he had two sides one was his honor of the manner the other side was this dishonest side where he used to steal flower from his customers,0.2857142857142857,0.17045454545454544
1455,he's always sort of a bit scared of it i think thinks it's you know big machinery for a little lady to be running,is always sort of a bit scared of it i think it's a big machinery for a little lady to be running,0.16666666666666666,0.1592920353982301
1456,tonnes of patience and practice so if you fancy mastering one of these crafts you're going to need to block out a bit of time and i can help you with that with the countryfile calendar,of patients and practice so if you fantasy mastering one of these crafts you're going to need to born out a bit of time and i can help you with that with the cultrafile galendar,0.16666666666666666,0.10326086956521739
1457,is it from countryfile this week next week the programme will be in berkshire where john will be getting stuck in at the county's very own agricultural college and shauna will be,is it from country file this week next week the programm will be in barksha where john will be getting stuck in at the county's very own agricultural college and shauna will be in,0.15625,0.05056179775280899
1458,are extremely we now go on cruises regularly and i was bit wary when i first went not,extremely and we now go on cruises regularly i was a bit weary when i first went on a cruise not,0.4444444444444444,0.3176470588235294
1459,i use recycled supermarket shopping trolleys,i used recycled supermarket shopping trullets,0.3333333333333333,0.06818181818181818
1460,are you the reason i think is because it can be useful for so many different things,the reason i think is because it can be used to so many different things,0.23529411764705882,0.1566265060240964
1461,would be worth perhaps 200 000 300 000 if you were to persuade yourself that actually this stone is as i think it is carved around about 1900 1910 something like,be worth perhaps 20000 pounds if you were to persuade yourself that actually this stone is as i think it is carved around about 1900 19 something like,0.1935483870967742,0.10559006211180125
1462,nobody is really capable of valuing these things they go into the auction the mainland chinese get excited they bid online from afar and the most extraordinary results can take place,nobody is really capable of valuing these things they go into the auction the mainland chinese get excited they can bid online they see the thing from a far and the most extraordinary results can take place,0.22580645161290322,0.13186813186813187
1463,almost match the columns in this drawing,almost match the columns in this drawing room,0.14285714285714285,0.125
1464,is to take tea and on this side of the room it's perfectly set up for that,to take tea it's perfectly it's arab that they,0.7058823529411765,0.5945945945945946
1465,into the tea pot and all the while bubbling away beside you would be this hot water kettle,i do my house to do that you know to my house to be on the heart of my heart,1.0555555555555556,0.7111111111111111
1466,therefore a little old fashioned for the style of this room but,therefore a little old fashioned for the style of this room but,0.0,0.0
1467,for our teams over at the auction it will be just a question of one lump or two,for our teams over at the auction it will be just a question of one number 2,0.16666666666666666,0.08860759493670886
1468,paid so that could be a bit of a bummer next is,that's not be the place of the next is,0.6666666666666666,0.5957446808510638
1469,is absolutely nothing is it to me if i was to say to you,is absolutely ahthnict resilient if i was to say to you this,0.42857142857142855,0.35714285714285715
1470,well the team in fairness had a bit of provenance written on the back of a packet of,well the team infairness had a bit of provenors written on the back of a packet of,0.16666666666666666,0.05952380952380952
1471,she knows where to find shirley ain't that right,she knows where to find shirley in that right babe,0.2222222222222222,0.16666666666666666
1472,well there's only one way to find out,that's only one way i find out,0.375,0.2702702702702703
1473,dean if you didn't care then you wouldn't be acting like this why don't you just go and,it's a good like that we're not,0.9444444444444444,0.7586206896551724
1474,life is pretty good right now it's probably the best it's ever been i don't need her coming back and messing,life is pretty good right now it's probably the best has ever been ca but i don't need to come back i must have,0.38095238095238093,0.24074074074074073
1475,you'll come down with something that should finish you off before the,come down with something that should finish you off before the,0.08333333333333333,0.10144927536231885
1476,that's all right then is it as long as you have fun it don't matter about the,that's all right then is it as long as you have fun domara about the,0.17647058823529413,0.14285714285714285
1477,i've drunk and smoked enough for two lifetimes had more than my share of beautiful,of drunk and smoked enough for two lifetimes and more than my share of beautiful,0.13333333333333333,0.07317073170731707
1478,the powers that be have decided it's time for me to go well i'm all right with that,powers in me you've decided it's time for me to go well i'm all right with that,0.2222222222222222,0.1566265060240964
1479,yeah well i know that grumpy old man thing's just an act,well i know that grumpy old man thinks just an act,0.16666666666666666,0.125
1480,i remember her and kevin running about on the beach wind blowing in her hair she never looked so happy,remember her kevin running about on the beach we're blind in the rare just never look so happy,0.4,0.23529411764705882
1481,the rain was smashing down on the van like the world was coming to an end and then,rain it was smashing down on the van like the world was coming to an end she struggles to control,0.3333333333333333,0.32926829268292684
1482,yeah well you can tell him it's a bit too late to start getting sentimental he,yep well you can tell him it's a bit too late to start getting sentimental mm well you,0.25,0.15384615384615385
1483,the minute you say anything out loud it becomes,minute you say anything out loud it becomes,0.1111111111111111,0.0851063829787234
1484,what if she don't want to come,that we see it we have got it,1.1428571428571428,0.6
1485,course she will soon as she finds out you're sick she'll be the,she will as soon as she finds out you're sick she'll be the,0.15384615384615385,0.15873015873015872
1486,give me one good reason one why you can't come,me one good reason one why you can't come home,0.2,0.21739130434782608
1487,if you don't see him you're going to regret it for the rest of your life i'm,if you don't see him you're going to regret it for the rest of your life,0.058823529411764705,0.05263157894736842
1488,word mick i am not coming back to,i'm not coming back to all that i,0.875,0.696969696969697
1489,hello i'm sophie long with your 90 second update four people are dead after an attack on a synagogue in jerusalem,i'm sofie long with your 90 second update four people are dead after an attack on a synagogue in jerusalem,0.09523809523809523,0.07079646017699115
1490,depressed mother who killed her three young disabled children will be detained in,depressed mother who killed her three young disabled children will be tained,0.15384615384615385,0.06172839506172839
1491,will remain there until she recovers her husband's vowed to stand by her,remain there until she recovers her husband's vow to stand by her,0.15384615384615385,0.09722222222222222
1492,in england and wales has found ministers called it unacceptable,aid the whales is found because it's holding unacceptable,0.8,0.49206349206349204
1493,southampton the pair were asleep at the time,south hampton the power at sleep at the time,0.625,0.20454545454545456
1494,i you know i'm supposed to be here when you're with,you know i'm supposed to be here when you're with,0.09090909090909091,0.0392156862745098
1495,mum you're making really great progress but let's not rush,mom you make him really great progress but let's not rushing,0.5,0.20689655172413793
1496,right well he's in australia and he's well he's doing really,right well he's in australia and he's well yeah he's doing really,0.09090909090909091,0.08333333333333333
1497,got walloped on the head who do i need to look at first gareth was flagged up he was sectioned ten years ago released seven years ago after apparently making a full recovery,quarps on that egg and fertimate garreth was flighten on medicine ten years ago released seven years ago after apparently making a four record,0.6060606060606061,0.36416184971098264
1498,personality disorder makes it sound like an asbo'd take care,personality disorder makes it sound like an azbergh take care of it,0.3,0.18333333333333332
1499,i'm sure it is but i don't think it's,sure it is but i don't think it's appropriate,0.2222222222222222,0.43243243243243246
1500,of godzilla and tony soprano i just got to call her as i find,of tast and the lands of the sono i just like a lot of it,0.9285714285714286,0.6885245901639344
1501,don't make this my fault mum you have a,it might this modern mom you have a,0.5555555555555556,0.41025641025641024
1502,don't speak to me like i'm one of your patients i have not been,don't speak to me like i want your patients i've not been,0.35714285714285715,0.1746031746031746
1503,it he had a couple of dates with mum and when she wasn't interested he turned on us throwing things through our windows killing our neighbour's cat and dumping it on our doorstep then tried to convince mum that we needed him there to protect,a couple days from almond which was interested as her thritten sites and slides are all the antron apps in the hands to our windows getting a little lampse tills so you can try to convince a moment we needed him that is put,0.8666666666666667,0.5933609958506224
1504,sorry i had no idea i know he's got a destructive past,i had no idea i know he's got a destructive pass,0.16666666666666666,0.12962962962962962
1505,i know but it makes me feel like haven't been away really it means a lot,yang yeah but it makes me feel like i've been been away really that means a lot,0.3125,0.25
1506,let me know if you need any help with decorations i'd love to help i don't suppose al would be pulling his,i'm not coming to see it was my right son't that we're just a little bit to do that's wearing to see it's not that's my boying well we're talking about it,1.4090909090909092,1.0377358490566038
1507,your decision to make not mine gareth wants to,all decisions are about the rbander we're going to see that we're going to be able to,1.6666666666666667,1.2391304347826086
1508,if there's anything you've ever wanted to know any questions you want answers to or anything you've never really understood this is,there's anything you ever want to know any questions you want answers to or anything that you've never really understood this is your last,0.2727272727272727,0.17557251908396945
1509,so what did you want to tell me,what did you want to tell me,0.125,0.0967741935483871
1510,i wasn't responsible for,i was responsible,0.5,0.2916666666666667
1511,look i'm sorry i'm sorry for what i did to,i'm sorry i'm sorry for what i did,0.2,0.19047619047619047
1512,the fear has gone you are not going to ruin our lives jack and i we're going to get over you if that helps you,fear has gone you are not going to ruin our lives jack and i we're going to get over you if that helps you,0.04,0.03636363636363636
1513,you'll be released and provided you commit no further offences that'll be the end of the matter the inspector'll be down to,be released and provide and you commit no further fences that will be the end of the matter the inspectual be down to give you,0.4090909090909091,0.22764227642276422
1514,has been too long valerie it is lovely,it has been too long and invalory it is lovely,0.375,0.3157894736842105
